OrderID,CustomerID,Product,Category,Brand,Quantity,PricePaid,OrderDate,PaymentMethod
ORD00400,CUST0083,Skinguard Razor,Beauty & Hygiene,Gillette,4,1190.0,2024-12-13,Net Banking
ORD00401,CUST0068,Baby Potato,Fruits & Vegetables,Fresho,3,60.0,2025-02-26,Net Banking
ORD00402,CUST0055,Hair & Skin Vitamin Gummies With Biotin & Folic Acid,Beauty & Hygiene,By Nature,4,2200.0,2024-12-30,Credit Card
ORD00403,CUST0074,Chicken Bratwurst,"Eggs, Meat & Fish",Fresho,2,478.0,2025-03-21,Cash on Delivery
ORD00404,CUST0056,Thanjavur Sambar Ready Spice Blend,Gourmet & World Food,Cafe Junyali,3,675.0,2025-03-27,Debit Card
ORD00405,CUST0041,3-In-1 Face Wash,Beauty & Hygiene,Organic Harvest,4,731.0,2024-12-24,Debit Card
ORD00406,CUST0040,Turbo Bucket - Assorted Colour,Cleaning & Household,Nakoda,3,540.0,2025-01-28,Net Banking
ORD00407,CUST0045,"Fruit N Nut, Dark Chocolate- 55% Rich In Cocoa",Snacks & Branded Foods,Amul,1,87.12,2024-12-09,Net Banking
ORD00408,CUST0057,Cheesy Corn Triangles,Snacks & Branded Foods,ITC Master Chef,1,152.0,2025-01-14,Net Banking
ORD00409,CUST0046,Frozen Eau De Toilette,Beauty & Hygiene,Police,4,7350.0,2025-03-19,Credit Card
ORD00410,CUST0063,Coffee Joy - Italian Moment,Gourmet & World Food,COFFEE JOY,3,120.0,2025-03-09,Debit Card
ORD00411,CUST0089,Cheesy Chipotle Sauce,Gourmet & World Food,Wingreens Farms,5,445.5,2025-02-12,Credit Card
ORD00412,CUST0004,Organic - Sunflower Seeds/Suryakanti Bija,"Foodgrains, Oil & Masala",Conscious Food,5,345.0,2024-12-14,Net Banking
ORD00413,CUST0068,"Knives & Peeler Combo - Cut, Peel & Slice, Value Pack","Kitchen, Garden & Pets",Crystal,1,105.0,2025-01-11,Cash on Delivery
ORD00414,CUST0038,Olive Oil - Extra Virgin,Gourmet & World Food,Heracles,1,799.0,2025-03-12,Debit Card
ORD00415,CUST0058,Baby Bubble Bath,Baby Care,Sebamed,5,1935.0,2025-01-29,Net Banking
ORD00416,CUST0035,Superlite Advanced Oil - Sunflower,"Foodgrains, Oil & Masala",Sundrop,5,3570.0,2025-01-22,Credit Card
ORD00417,CUST0021,Shave Gel - Sensitive Skin,Beauty & Hygiene,Gillette Venus,5,1125.0,2025-01-01,Cash on Delivery
ORD00418,CUST0014,"360 Degrees Spill Proof Glass - Boy, 12m+",Baby Care,Chicco,2,1198.0,2025-01-31,Net Banking
ORD00419,CUST0049,Cookies - Oats & Raisin,"Bakery, Cakes & Dairy",Lovely Bake Studio,1,40.5,2025-01-13,Credit Card
ORD00420,CUST0070,Sambar Masala,"Foodgrains, Oil & Masala",bb Royal,5,90.0,2025-01-25,Net Banking
ORD00421,CUST0005,Himalayan Mixed Fruit,Beverages,B Natural,5,200.0,2025-03-11,Debit Card
ORD00422,CUST0021,Deodorant Body Spary - Bronze,Beauty & Hygiene,Wild Stone,5,1012.5,2025-02-27,Credit Card
ORD00423,CUST0055,Volume &  Bounty Conditioner - Coconut Water & Mimosa Flower Aroma,Beauty & Hygiene,Love Beauty & Planet,2,1300.0,2025-02-23,UPI
ORD00424,CUST0057,Cleaning Duster - Multi Purpose Micro Fiber With Handle,Cleaning & Household,Liao,5,1395.0,2025-03-18,Net Banking
ORD00425,CUST0075,Pure Soapnut Liquid - Multi Purpose Cleaner Spray,Cleaning & Household,Bubblenut Wash,1,149.0,2025-02-14,Cash on Delivery
ORD00426,CUST0033,Baked Beans in Tomato Sauce,Gourmet & World Food,Habit,4,720.0,2025-01-11,Cash on Delivery
ORD00427,CUST0093,Office Key Chains,Cleaning & Household,B Vishal,1,58.9,2025-03-16,Net Banking
ORD00428,CUST0034,Mix - Vermicelli Payasam,Snacks & Branded Foods,Mothers Recipe,2,140.0,2025-01-09,Net Banking
ORD00429,CUST0004,Perfume - Be Delicious Edt (For Men),Beauty & Hygiene,Dkny,1,5550.0,2025-02-15,UPI
ORD00430,CUST0053,Gold Massage Cream,Beauty & Hygiene,Natures Essence,5,2000.0,2025-03-09,Net Banking
ORD00431,CUST0027,"Ball Pen - Blue, Ezee Click",Cleaning & Household,Flair,3,90.0,2025-02-02,UPI
ORD00432,CUST0038,Bottle Gourd - Organically Grown,Fruits & Vegetables,Fresho,1,22.0,2024-12-28,Credit Card
ORD00433,CUST0090,Pistachio - Roasted & Salted,Gourmet & World Food,Rostaa,5,720.0,2025-03-26,UPI
ORD00434,CUST0073,Pure Instant Coffee Strong,Gourmet & World Food,Colombian Brew Coffee,2,798.0,2025-02-23,Credit Card
ORD00435,CUST0080,Cold Pressed Groundnut Oil,Gourmet & World Food,RawNH,4,596.0,2025-02-07,Debit Card
ORD00436,CUST0007,Tumbler Set - Multicolour,"Kitchen, Garden & Pets",Claycraft,4,2156.0,2025-02-17,Cash on Delivery
ORD00437,CUST0093,Body Wash Gel - Waterlily & Oil Shower,Beauty & Hygiene,Nivea,4,400.0,2024-12-26,Credit Card
ORD00438,CUST0025,Rasbhari Sonff,"Foodgrains, Oil & Masala",Marudhar,3,293.25,2025-01-08,Cash on Delivery
ORD00439,CUST0005,Almond Oil - Cold Pressed,Gourmet & World Food,Health 1st,3,2475.0,2025-03-28,Net Banking
ORD00440,CUST0058,"Khatta Murukku, Jantikalu",Snacks & Branded Foods,Tasties,3,147.0,2024-12-12,Cash on Delivery
ORD00441,CUST0088,Organic - Biryani Masala,"Foodgrains, Oil & Masala",Organic Tattva,1,142.5,2025-02-17,Cash on Delivery
ORD00442,CUST0031,"Gel Bathing Bar - Multi Variant (Buy 4 & Get 1 Free, 125 g each)",Beauty & Hygiene,Fiama Di Wills,4,1826.72,2025-03-19,Credit Card
ORD00443,CUST0098,"Cerelac Baby Cereal With Milk, Multigrain & Fruits+Dal Veg (300G From 12 Months)",Baby Care,Nestle ,3,1584.0,2024-12-08,Debit Card
ORD00444,CUST0013,"Origami Single Line Notebooks, 172 Pages",Cleaning & Household,Classmate,5,970.0,2024-12-07,UPI
ORD00445,CUST0081,Namkeen - Chana Nuts,Snacks & Branded Foods,Haldirams ,5,160.0,2025-03-16,Debit Card
ORD00446,CUST0083,"Menstrual Cup - Large Size, For Women Under 30 Years Of Age And With Low Cervix",Beauty & Hygiene,Meneza,1,1079.28,2025-03-21,Debit Card
ORD00447,CUST0065,Lemon & Tea Tree Oil Soap,Beauty & Hygiene,Liril,1,360.0,2024-12-31,Net Banking
ORD00448,CUST0064,"Pork - Prosciutto Cotto Ham, Sliced","Eggs, Meat & Fish",Fresho Signature,5,2376.0,2025-01-20,Debit Card
ORD00449,CUST0087,D-Tan Scrub,Beauty & Hygiene,QRAA,4,960.0,2025-01-21,Net Banking
ORD00450,CUST0098,Chewing Gum - Peppermint,Snacks & Branded Foods,Doublemint,4,480.0,2025-02-08,Credit Card
ORD00451,CUST0087,Self Holding Rollers - Large,Beauty & Hygiene,Basicare,2,400.0,2025-01-30,
ORD00452,CUST0093,Tomato - Hybrid,Fruits & Vegetables,Fresho,2,28.0,2025-02-10,Net Banking
ORD00453,CUST0035,Cup Noodles - Veggi manchow,Snacks & Branded Foods,Nissin,3,120.0,2025-03-18,Net Banking
ORD00454,CUST0025,Stainless Steel Flask,"Kitchen, Garden & Pets",DP,2,700.0,2025-01-06,Credit Card
ORD00455,CUST0067,Masala Poori Atta,Gourmet & World Food,Graminway,2,198.0,2024-12-02,UPI
ORD00456,CUST0040,Mini Bhakharwadi,Snacks & Branded Foods,Garden,1,50.0,2024-12-19,Net Banking
ORD00457,CUST0045,Dried Blueberry,Gourmet & World Food,Puramate,4,720.0,2024-12-18,UPI
ORD00458,CUST0047,"Multipurpose Jar With Wooden Lid - Acrylic, L Bb-1186","Kitchen, Garden & Pets",DP,2,818.0,2025-02-21,
ORD00459,CUST0046,"Aam Papad, Fruit Bar",Snacks & Branded Foods,Paper Boat,4,780.0,2025-03-25,Cash on Delivery
ORD00460,CUST0023,"Decorative Scented Candles - Pink, BB-1259-2",Cleaning & Household,DP,4,1396.0,2025-02-18,Credit Card
ORD00461,CUST0003,Wine Bleach,Beauty & Hygiene,Astaberry,4,285.0,2025-02-04,Net Banking
ORD00462,CUST0012,Kesar Ubtan Face Pack - Removes Excessive Oil & Sebum,Beauty & Hygiene,Jiva Ayurveda,5,475.0,2025-03-15,Net Banking
ORD00463,CUST0035,Istanbul Juice/water Long Glass Tumbler,"Kitchen, Garden & Pets",Pasabahce,4,1796.0,2025-01-15,Credit Card
ORD00464,CUST0085,"Total Face Cleanup Women Face Wash, Face Scrub & Face Pack",Beauty & Hygiene,Nivea,2,230.4,2025-01-24,Cash on Delivery
ORD00465,CUST0040,Cosmos Premium Plastic Soap Dish - Assorted Colour,Cleaning & Household,Swastik,1,78.0,2025-02-12,Net Banking
ORD00466,CUST0058,Nutri Lunch Insulated Tiffin - Pink,"Kitchen, Garden & Pets",Nayasa,2,598.0,2025-03-02,Cash on Delivery
ORD00467,CUST0080,Dry Pants Diapers - Large,Baby Care,Huggies,3,546.27,2025-01-22,Cash on Delivery
ORD00468,CUST0021,70% Cocoa Dark,Gourmet & World Food,Lindt,5,2250.0,2025-01-16,UPI
ORD00469,CUST0056,Multipurpose 3 Tier Rack,"Kitchen, Garden & Pets",Saura,1,345.0,2025-02-11,Net Banking
ORD00470,CUST0051,Frozen Prawns - Large,"Eggs, Meat & Fish",Fresho,3,687.0,2024-12-15,Cash on Delivery
ORD00471,CUST0093,Marino Air-Tight Glass Storage Jar With Green Lid,"Kitchen, Garden & Pets",BB Home,4,1116.0,2025-02-27,UPI
ORD00472,CUST0063,Opalware Ivory Dinner Plate Set - Autumn Shadow,"Kitchen, Garden & Pets",Laopala Diva,2,1680.0,2025-03-04,Cash on Delivery
ORD00473,CUST0077,BB Popular Channa Dal 1 kg + Urad Dal - Split 1 kg+BB Royal Rice - Dosa 2 kg,"Foodgrains, Oil & Masala",bb Combo,3,903.0,2025-01-29,Cash on Delivery
ORD00474,CUST0100,Daily Styling Aqua Hair Gel - Aloe Vera,Beauty & Hygiene,Set Wet,1,60.0,2025-02-05,Cash on Delivery
ORD00475,CUST0090,French Fries,Snacks & Branded Foods,Yummiez,1,95.0,2025-01-01,Net Banking
ORD00476,CUST0073,Anti-Dandruff Lotion,Beauty & Hygiene,Kaya Clinic,1,150.0,2025-02-26,Cash on Delivery
ORD00477,CUST0098,Perfume - Code Platinum,Beauty & Hygiene,Wild Stone,5,875.0,2025-01-09,Cash on Delivery
ORD00478,CUST0029,Genius Mosquito Repellent - 80% Stronger With Calming Aroma,Cleaning & Household,Maxo,1,113.0,2025-03-26,Debit Card
ORD00479,CUST0043,M2 Perfume Spray - for Men,Beauty & Hygiene,Engage,5,682.5,2025-03-10,UPI
ORD00480,CUST0056,Vegetarian Oyster Sauce,Gourmet & World Food,Tai Hua,4,1476.0,2025-01-28,Cash on Delivery
ORD00481,CUST0074,Granola - Mango Coconut,Snacks & Branded Foods,Fit & Flex,4,980.0,2025-02-12,Debit Card
ORD00482,CUST0083,Organic Watermellon Seed,"Foodgrains, Oil & Masala",MeraKisan,4,332.0,2025-01-15,Debit Card
ORD00483,CUST0038,"Organic Energy Paak - Sugar Free, Gluten Free",Snacks & Branded Foods,D-Alive,3,1797.0,2024-12-22,UPI
ORD00484,CUST0029,Wellness Tea Assortment Tea Bags Box,Gourmet & World Food,TGL Co.,5,996.0,2025-03-06,Debit Card
ORD00485,CUST0037,We Are Yellove - Fragrance Body Spray,Beauty & Hygiene,CHENNAI SUPER KINGS,5,1068.75,2025-01-03,UPI
ORD00486,CUST0018,Basil Seed Drink - Mango,Gourmet & World Food,Fruitoria,4,336.6,2025-02-13,Credit Card
ORD00487,CUST0032,Sweet Revival Chocolate Peel-Off Mask,Beauty & Hygiene,Aroma Treasures,5,3577.5,2024-12-07,Debit Card
ORD00488,CUST0039,Conditioner With Argan Oil,Beauty & Hygiene,DELON,5,2745.0,2024-12-04,Debit Card
ORD00489,CUST0025,"Hard Anodised Plus Chapati-Paratha Tawa, 265 mm (35036)","Kitchen, Garden & Pets",Prestige,4,4000.0,2024-12-11,Credit Card
ORD00490,CUST0093,Chocochip Cookies,Snacks & Branded Foods,Tasties,5,476.7,2024-12-10,Debit Card
ORD00491,CUST0098,"Vitamin C 10% Brightening Under Eye Serum With Vitamin E, B3, Hyaluronic Acid, Caffeine & Green Tea",Beauty & Hygiene,StBotanica,3,2397.0,2024-12-17,Cash on Delivery
ORD00492,CUST0061,"Hot Water Bottle, Double Side Ribbed Hot Water Bag For Pain Relief with 2 Lt Water Capacity - Assorted Colours",Beauty & Hygiene,Prozo Plus,3,807.0,2025-01-05,Debit Card
ORD00493,CUST0064,Chef Thai Green Curry,Snacks & Branded Foods,Veeba,1,119.2,2025-03-05,UPI
ORD00494,CUST0027,Juice/Milk Mugs,"Kitchen, Garden & Pets",Yera,5,1145.0,2024-12-23,Cash on Delivery
ORD00495,CUST0064,Flavored Center Chocolate - Pomegranate,Snacks & Branded Foods,Brookside,2,307.24,2025-02-23,Net Banking
ORD00496,CUST0040,Ragi Loaf,"Bakery, Cakes & Dairy",The Baker's Dozen,3,147.0,2025-03-14,Credit Card
ORD00497,CUST0097,"Tablets - Neem, For Blood Purification, 250 mg",Beauty & Hygiene,Himalaya Wellness,3,359.04,2025-03-11,Credit Card
ORD00498,CUST0010,"Steel Storage/Lunch Container - No.42, Grey, Klip It","Kitchen, Garden & Pets",Joyo Steel,4,1116.0,2024-12-24,Cash on Delivery
ORD00499,CUST0096,"Glass Bottle Ombre Matt Finish - Grey, BB1321","Kitchen, Garden & Pets",DP,1,249.0,2025-01-13,UPI
ORD00500,CUST0053,Pet Sobo Container Set - Silver,"Kitchen, Garden & Pets",Steelo,2,418.0,2025-02-15,Credit Card
ORD00501,CUST0098,Rajasthani Lehsun Chutney,Gourmet & World Food,Nutty Yogi,4,596.0,2025-03-07,Net Banking
ORD00502,CUST0083,Apple Fruit Juice,Beverages,Paper Boat,4,320.0,2024-12-31,Net Banking
ORD00503,CUST0099,Ready To Eat - Lemon Rice,Snacks & Branded Foods,MTR,2,198.0,2024-12-27,Cash on Delivery
ORD00504,CUST0025,Moroccan Argan Oil Ultra Nourishing Body Lotion,Beauty & Hygiene,StBotanica,3,1347.0,2024-12-07,Debit Card
ORD00505,CUST0099,Rusk - Fruit,"Bakery, Cakes & Dairy",Milk Ma,1,28.0,2024-12-07,Credit Card
ORD00506,CUST0045,Special Asafetida Paste/Soft Hing,Gourmet & World Food,GPC,4,1998.0,2025-01-21,Net Banking
ORD00507,CUST0078,Premium Round & Flat Storage Container With Lid - Green,"Kitchen, Garden & Pets",Mastercook,3,297.0,2025-01-30,Cash on Delivery
ORD00508,CUST0088,"Glass Bottle Ombre Matt Finish -  Green, BB1321","Kitchen, Garden & Pets",DP,2,498.0,2025-01-18,Net Banking
ORD00509,CUST0001,Soft Bristles Deep Clean Toothbrush With Hygiene Cap - Colour May Vary,Beauty & Hygiene,Aquawhite,4,240.0,2025-01-03,Credit Card
ORD00510,CUST0017,Hair Regrowth Tonic,Beauty & Hygiene,Mamaearth,5,2495.0,2025-03-22,Net Banking
ORD00511,CUST0027,Quinoa - White,Gourmet & World Food,NUTRASHIL,1,225.0,2025-01-06,Net Banking
ORD00512,CUST0008,Creamy Caramel Instant Coffee,Gourmet & World Food,Colombian Brew Coffee,4,760.0,2025-02-25,Debit Card
ORD00513,CUST0072,"Original Masala Chai Tea - Ginger, Cinnamon & Cardamom, Long Leaf, Pyramid Bags",Gourmet & World Food,Sancha,5,1750.0,2025-02-26,UPI
ORD00514,CUST0098,Chia Mango Mint Jam,Gourmet & World Food,Prasukh,1,126.0,2025-03-28,Cash on Delivery
ORD00515,CUST0065,"Twist Gel - Car Air Freshener, Sunny Citrus Blast",Cleaning & Household,Aer,3,1023.3,2025-03-19,Net Banking
ORD00516,CUST0012,Sugar Less Sweets - Assorted,Snacks & Branded Foods,Dezire,5,1245.0,2025-03-28,Debit Card
ORD00517,CUST0022,"Variety Energy Bars-ChocoPeanut,CoconutAlmond,GojiberryBalckcurrantCashew,AlmondRaisin",Snacks & Branded Foods,GoodDiet,3,481.56,2025-01-04,Debit Card
ORD00518,CUST0043,Light Soya Sauce,Gourmet & World Food,Blue Elephant,1,202.5,2025-01-02,Cash on Delivery
ORD00519,CUST0006,Jaggery/Bella - Kolhapuri,"Foodgrains, Oil & Masala",bb Royal,4,300.0,2025-01-29,Credit Card
ORD00520,CUST0003,"Body Lotion, Whitening Cool Sensation, SPF 15 & Refreshing Menthol",Beauty & Hygiene,Nivea,5,1850.0,2025-03-09,Credit Card
ORD00521,CUST0053,Vitamin E Body Cream,Beauty & Hygiene,INATUR ,5,2450.0,2025-01-13,Credit Card
ORD00522,CUST0092,Mini Soya Chunks,"Foodgrains, Oil & Masala",bb Royal,3,111.0,2025-02-09,UPI
ORD00523,CUST0084,Organic - Onion Powder  Dehydrated,"Foodgrains, Oil & Masala",bb Royal,1,30.0,2025-03-17,UPI
ORD00524,CUST0011,Dazzle Opalware Dinner Set - Tropical Lagoon,"Kitchen, Garden & Pets",Cello,1,1229.0,2025-01-22,UPI
ORD00525,CUST0015,Lemon Soap,Beauty & Hygiene,Khadi Natural,5,350.0,2024-12-14,Net Banking
ORD00526,CUST0081,Maxriter Ballpen Set - Black,Cleaning & Household,BIC Cello,3,294.0,2024-12-29,Debit Card
ORD00527,CUST0088,Cocoa Powder,Gourmet & World Food,Puramate,3,175.5,2024-12-25,UPI
ORD00528,CUST0064,Cookies - Australian Anzac,"Bakery, Cakes & Dairy",Lovely Bake Studio,1,117.0,2025-02-18,UPI
ORD00529,CUST0077,Chocolate Coated Almonds,Gourmet & World Food,Sapphire,1,375.0,2025-03-31,Cash on Delivery
ORD00530,CUST0004,Instant Meals Suji Halwa With Jaggery - Taste That Takes You Home,Snacks & Branded Foods,Aashirvaad,2,127.5,2025-02-15,UPI
ORD00531,CUST0048,Masala - Achari,"Foodgrains, Oil & Masala",Hakim,1,60.0,2024-12-12,Cash on Delivery
ORD00532,CUST0081,Lime Fresh 500 ml + Laundry San- Spring Blossom 480 ml,Cleaning & Household,Dettol,2,606.6,2025-01-18,Cash on Delivery
ORD00533,CUST0001,Sterilised Double Toned Flavored Milk - Strawberry,"Bakery, Cakes & Dairy",THIRUMALA,2,45.0,2025-03-25,UPI
ORD00534,CUST0032,Raisins/Ona Drakshi - Indian,"Foodgrains, Oil & Masala",bb Popular,2,380.0,2025-01-02,Debit Card
ORD00535,CUST0088,Chicken-Crispy Fries 280gm+ Crunchy Nuggets 450gm+Chicken Patty-Desi Style 330gm,Snacks & Branded Foods,ITC Master Chef,4,2166.04,2025-02-23,UPI
ORD00536,CUST0029,Rogan Josh Sauce,Snacks & Branded Foods,Fazlani Foods,4,396.0,2025-03-29,Debit Card
ORD00537,CUST0019,Panty Liners - Intima Large,Beauty & Hygiene,Bella,4,852.0,2025-02-27,Debit Card
ORD00538,CUST0050,Food Keeper Plastic Container - Assorted Colour,"Kitchen, Garden & Pets",JOYO,3,267.0,2024-12-21,UPI
ORD00539,CUST0016,"Glass Water Bottle With Round Base - Yellow, B1367","Kitchen, Garden & Pets",BB Home,3,627.0,2025-03-10,UPI
ORD00540,CUST0091,"Pradarashamaka Vati - Gynce Care, 500 mg",Beauty & Hygiene,Sri Sri Tattva,4,580.0,2025-01-19,Debit Card
ORD00541,CUST0019,Tap Cleaner,Cleaning & Household,ATOMIC,1,359.1,2025-01-03,Debit Card
ORD00542,CUST0064,Divine Petals Toner - Mist,Beauty & Hygiene,Lotus Organics+,2,671.5,2025-01-26,UPI
ORD00543,CUST0071,"Steel Dinner Plate - No. 14, Khumcha","Kitchen, Garden & Pets",BB Home,4,1596.0,2025-03-29,Credit Card
ORD00544,CUST0075,2 Pin Twist 5 Meter Extension Box 1084,"Kitchen, Garden & Pets",Milltec,5,1745.0,2025-01-20,Credit Card
ORD00545,CUST0053,Body Wash - Peach Berry Essence,Beauty & Hygiene,Skin Cottage ,4,1796.0,2024-12-14,Credit Card
ORD00546,CUST0100,"Jasmine Pure Glycerin Soap - Cold Processed, 100% Natural & Organic",Beauty & Hygiene,Soulflower,5,1062.5,2025-03-09,Net Banking
ORD00547,CUST0027,Baby Nourishing Oil For Baby Massage,Beauty & Hygiene,Mom & World,2,1168.0,2025-02-17,UPI
ORD00548,CUST0052,Strawberry Candy,Snacks & Branded Foods,SDA CANDYS,4,160.0,2025-03-02,Debit Card
ORD00549,CUST0007,Sauce - Pasta & Pizza,Snacks & Branded Foods,Veeba,1,67.5,2024-12-05,UPI
ORD00550,CUST0071,Chicken Masala,"Foodgrains, Oil & Masala",bb Royal,1,21.0,2025-02-12,Debit Card
ORD00551,CUST0005,Shea Butter Body Scrub,Beauty & Hygiene,Biocare ,4,1900.0,2024-12-03,Net Banking
ORD00552,CUST0016,Dark Chocolate Bar,Gourmet & World Food,Rage,2,598.0,2025-02-22,UPI
ORD00553,CUST0075,Face Mask - Disposable,Cleaning & Household,Soft Touch,1,33.25,2025-02-24,Net Banking
ORD00554,CUST0069,Motomax 2K Rubbing Compound,Cleaning & Household,Pidilite,3,327.0,2024-12-20,Debit Card
ORD00555,CUST0069,Farfalle Pasta,Gourmet & World Food,Colavita,4,1000.0,2025-02-12,UPI
ORD00556,CUST0041,Natural Glow Orange Peel-off Mask,Beauty & Hygiene,Everyuth Naturals,5,480.0,2025-03-01,Net Banking
ORD00557,CUST0036,Diet Snack - Chilli Lime,Gourmet & World Food,GoodDiet,4,316.0,2025-01-25,Net Banking
ORD00558,CUST0086,Masala - Pani Puri,"Foodgrains, Oil & Masala",Aachi,1,27.0,2025-02-08,Credit Card
ORD00559,CUST0070,Masala Chai Tea Bags,Gourmet & World Food,TGL Co.,1,269.55,2025-01-19,Net Banking
ORD00560,CUST0081,Hand Sanitiz+,Beauty & Hygiene,Jungle Magic,1,50.0,2025-02-11,Cash on Delivery
ORD00561,CUST0015,Apricot Body Wash & Scrub,Beauty & Hygiene,Meghdoot,3,210.0,2025-01-12,Debit Card
ORD00562,CUST0030,Nilgiri Green Tea  - Seiki Peppermint,Gourmet & World Food,Teamonk,4,1260.0,2024-12-08,UPI
ORD00563,CUST0051,Mace-Moringa Rejuvenating Body Butter,Beauty & Hygiene,Just Herbs,3,3585.0,2025-02-07,Debit Card
ORD00564,CUST0044,Morning Dew Perfumed Talc 250 g + English Lavender Perfumed Talc 250 g,Beauty & Hygiene,Yardley London,1,329.8,2025-03-18,Net Banking
ORD00565,CUST0060,Licoricewhite Skin Whitening Cleanser,Beauty & Hygiene,Lotus Herbals,3,242.25,2025-02-21,Credit Card
ORD00566,CUST0011,Baby Dry Medium (6-11 kg) - 5 Diapers,Baby Care,Pampers ,2,136.0,2025-02-09,UPI
ORD00567,CUST0029,Hydrafresh Anti-Ox Spa Water,Beauty & Hygiene,Loreal Paris,4,2600.0,2025-02-23,Credit Card
ORD00568,CUST0015,"Greek Yogurt - Natural, Low Fat",Gourmet & World Food,Epigamia ,3,897.0,2025-02-28,Net Banking
ORD00569,CUST0053,Borosilicate Glass Rectangular Food Container With Green Lid,"Kitchen, Garden & Pets",BB Home,1,209.0,2025-02-19,Debit Card
ORD00570,CUST0085,Moroccan Argan Oil,Beauty & Hygiene,Hairmac,4,3276.0,2024-12-11,Net Banking
ORD00571,CUST0058,"Aloe Vera Lotion - Moisturizing Body Lotion, For All Skin Types",Beauty & Hygiene,Jiva Ayurveda,2,180.0,2024-12-18,UPI
ORD00572,CUST0084,Organic - Sugar/Sakkare Brown,"Foodgrains, Oil & Masala",Turn Organic ,2,284.0,2024-12-04,Cash on Delivery
ORD00573,CUST0080,"3mm Hard Aluminium Anodized Sauce Pan - With Induction Base, 18 cm, Black","Kitchen, Garden & Pets",HAZEL,2,1898.0,2025-02-01,Net Banking
ORD00574,CUST0033,"Handler - Oval Shape Pot With Handle Planter, Blue, Large","Kitchen, Garden & Pets",Klassic,1,449.0,2025-03-12,Cash on Delivery
ORD00575,CUST0097,Dressing - Creamy Caesar,Gourmet & World Food,American Garden ,3,810.0,2025-02-02,Cash on Delivery
ORD00576,CUST0061,Bread - Pav,"Bakery, Cakes & Dairy",English Oven,4,120.0,2024-12-03,UPI
ORD00577,CUST0061,High Aroma Cow Ghee/Tuppa,"Foodgrains, Oil & Masala",Amul,3,1620.0,2024-12-08,Debit Card
ORD00578,CUST0009,Breakfast Mix - Kodo Millet Idli,Snacks & Branded Foods,GoodDiet,1,59.0,2025-01-21,UPI
ORD00579,CUST0094,Noori Mukkhalat Middle Eastern Handmade Soap,Beauty & Hygiene,Nyassa,2,900.0,2025-03-14,Cash on Delivery
ORD00580,CUST0083,Organic Kabuli Chana/Kabuli Kadale,"Foodgrains, Oil & Masala",bb Royal,4,300.0,2025-03-31,Cash on Delivery
ORD00581,CUST0010,Aloe Vera Serum Toner,Beauty & Hygiene,Iba,2,558.6,2025-03-05,Cash on Delivery
ORD00582,CUST0070,Biscuits - Sugar Crakers,Gourmet & World Food,Samudra,2,298.0,2025-03-29,UPI
ORD00583,CUST0047,Mushrooms - Oyster,Fruits & Vegetables,Fresho,1,55.0,2025-03-05,Credit Card
ORD00584,CUST0074,Milk Shake - Chocolate,"Bakery, Cakes & Dairy",mother dairy,4,291.6,2025-02-22,UPI
ORD00585,CUST0097,Instant Popcorn - Tandoori Tadka,Snacks & Branded Foods,ACT II,4,118.8,2025-03-27,Cash on Delivery
ORD00586,CUST0059,"Bounce Hair Recovery Complex, Biotin & Selenium - Green Apple Flavour",Beauty & Hygiene,Chicnutrix,1,597.6,2025-01-01,Credit Card
ORD00587,CUST0064,Essence - Rose,Snacks & Branded Foods,Viola,1,50.0,2024-12-23,UPI
ORD00588,CUST0015,Palakkad Red Matta Boiled Rice - Unda,"Foodgrains, Oil & Masala",bb Royal,3,726.0,2025-03-16,UPI
ORD00589,CUST0008,Pure Talcum Powder For Men & Women - For Gentle Fragrance & Reliable Protection Against Body Odour,Beauty & Hygiene,Nivea,4,896.4,2025-02-17,Credit Card
ORD00590,CUST0091,Glass Whisky/Juice Tumbler Sparkle,"Kitchen, Garden & Pets",Iveo ,5,2795.0,2024-12-09,UPI
ORD00591,CUST0042,Basmati Rice/Basmati Akki - Mother's Choice,"Foodgrains, Oil & Masala",Bemisal,1,176.0,2025-02-02,Cash on Delivery
ORD00592,CUST0077,Sandal Soap Tripack,Beauty & Hygiene,Yardley London,5,801.0,2024-12-29,
ORD00593,CUST0099,Sandalwood Ultra Facial Sheet Mask,Beauty & Hygiene,Mirabelle,2,167.7,2025-01-24,Debit Card
ORD00594,CUST0026,Moringa Powder,Beauty & Hygiene,ORGANIC INDIA,4,900.0,2025-01-11,UPI
ORD00595,CUST0037,Instant Upma,Snacks & Branded Foods,AMAJAIN,5,250.0,2025-02-08,Credit Card
ORD00596,CUST0065,Bee Easy - Wild Lavender Blossom Honey,Gourmet & World Food,Langnese,3,1620.0,2025-03-18,Credit Card
ORD00597,CUST0011,Bio Rejuvenating Vetiver,Beauty & Hygiene,BIOTIQUE,1,524.25,2025-02-14,Credit Card
ORD00598,CUST0001,Quista Pro Advanced Whey Protein Formula fortified with Power Herbs - Chocolate,Beauty & Hygiene,Himalaya,3,13500.0,2024-12-09,UPI
ORD00599,CUST0032,Hand Towel - Assorted Colour,Cleaning & Household,Rise N Shine,3,297.0,2024-12-19,Net Banking
ORD00600,CUST0052,"Deodorant Roll On - Fresh Power, 48h Long Lasting Freshness With Fresh Musk Scent",Beauty & Hygiene,Nivea Men,2,318.4,2025-02-28,Debit Card
